48:3.16228 141:2.82843
14904:2.23607 14923:5.83095
14838:9.05539 14877:7.2111
14958:10.2956 14978:10.0499
14706:4 14874:1.41421
14734:5.38516 14913:2.82843
14813:8.60233 14816:6.32456
14709:14.2127 14963:11.4018
14850:12.6491 14967:6.40312
14884:2 14909:5.65685
14716:1.41421 14811:5.09902
14699:8.544 14817:10.8167
14810:2.23607 14873:5.38516
14705:4 14965:4.47214
14739:7.28011 14959:8
14836:5.09902 14951:3
14719:2.23607 14887:3.60555
14820:2.23607 14985:2
14746:8.60233 14946:5
14750:4 14813:12.1655
14938:4.12311 14981:1
14691:1.41421 14974:6.08276
14833:6.32456 14905:6.08276
14881:12.2066 14944:11.4018
14834:6 14960:9.21954
14677:5.38516 14735:1.41421
14796:2.23607 14797:5
14716:4 14794:5.09902
14691:8.06226 14805:7.28011
14790:8.60233 14816:9.05539
14910:6.40312 14911:7.81025
14748:10 14938:9.48683
14678:8.48528 14790:6.32456
14692:8.24621 14892:5
14719:6.32456 14800:8.06226
14885:7.2111 14919:1
14801:2.23607 14985:3.60555
14733:11.1803 14972:16.9706
14685:3.60555 14727:4.24264
14731:12.0416 14861:6.32456
14725:8.06226 14865:7.07107
14722:7.2111 14874:11.0454
14775:6 14841:1.41421
14714:4 14855:2.82843
14970:8.06226 14992:8.24621
14683:12.0416 14942:11.6619
14866:7.07107 14982:10
14688:11.6619 14763:12.0416
14728:9.89949 14902:8.06226
14806:6.32456 14905:8.06226
14731:13.3417 14808:6
14675:3 14687:9.21954
14688:5 14799:5.09902
14751:1 14973:5
14851:3 14877:5.83095
14703:7.28011 14879:7.28011
14723:3.16228 14888:5
14775:5.09902 14826:1.41421
14778:8.544 14852:5.09902
14714:4.47214 14781:3.16228
14746:3.60555 14854:6.32456
14685:5.65685 14727:5
14724:7.61577 14939:4.12311
14762:4 14927:5.83095
14780:4.12311 14945:3.60555
14764:10.0499 14890:2
14692:7.61577 14859:5.83095
14838:3 14877:3.60555
14778:7.28011 14842:5.09902
14691:11.1803 14805:9.84886
14844:6.32456 14907:6.32456
14714:2.82843 14827:2.82843
14685:5.65685 14727:6.40312
14720:2.23607 14770:3
14840:7.2111 14888:6.08276
14692:2 14850:5.83095
14698:2.23607 14905:7.28011
14823:6.32456 14994:13.4164
14710:3.60555 14756:6.7082
14867:3.16228 14988:3
14681:6.08276 14949:7.07107
14725:5 14824:7.07107
14830:7.07107 14983:6.32456
14863:3.16228 14950:3.16228
14761:7.2111 14917:3.16228
14695:6.32456 14708:7.28011
14774:1 14941:6.7082
14772:1 14842:8.60233
14708:4.47214 14998:1
14796:5.38516 14928:3
14743:5 14788:1.41421
14739:5.65685 14898:5.09902
14690:9.48683 14954:6
14838:5.83095 14851:3.60555
14784:4 14882:2.82843
14697:6.08276 14987:7
14703:6 14839:8.06226
14807:12.2066 14829:15.2315
14878:2.82843 14936:5.09902
14893:8.544 14894:5
14712:6.32456 14793:2
14706:6.08276 14975:6
14781:6 14843:7.61577
14800:3.60555 14974:1.41421
14840:5 14858:6.08276
14751:10 14900:6.08276
14849:2 14914:8.60233
14783:1 14979:7.07107
14692:10.6301 14817:5
14894:4 14950:4.12311
14883:5 14893:4
14721:11.4018 14918:7.61577
14753:7.28011 14769:10.2956
14694:3 14765:18.2483
14739:3.16228 14875:5.09902
14903:1 14949:10.0499
14889:6.08276 14966:13.0384
14740:6.7082 14776:7.28011
14752:6.08276 14980:7.07107
14899:1 14949:10
14785:2.23607 14923:5
14698:6 14733:6
14679:7.07107 14993:8
14766:7.07107 14854:6.32456
14763:6.08276 14994:2.23607
14793:5.65685 14996:4.47214
14814:6.40312 14911:1.41421
14814:7.81025 14910:1.41421
14686:5.38516 14707:7.2111
14734:7 14789:2.82843
14764:9.43398 14890:8.60233
14712:4 14884:6.32456
14952:7.2111 14962:5
14761:8.60233 14868:3.16228
14721:4.47214 14895:7.61577
14819:1 14885:6.7082
14758:4.12311 14935:10.2956
14715:2 14767:8.60233
14683:3.16228 14877:6.32456
14904:5 14968:4.24264
14729:6.08276 14749:3.16228
14948:4.12311 14976:6.7082
14704:3.60555 14955:5.09902
14847:5.83095 14959:2.82843
14747:6.08276 14873:3
14784:3.16228 14977:3.60555
14699:14.8661 14895:13
14677:9.21954 14933:5
14740:6.7082 14869:11.3137
14931:5 14976:9.21954
14756:5.83095 14777:6.08276
14871:11.4018 14920:10.2956
14784:3.16228 14878:4.24264
14814:9.43398 14846:8.06226
14804:4.12311 14981:5.09902
14724:5 14846:4.12311
14812:10 14820:9.21954
14774:6.32456 14989:2.23607
14683:12.53 14829:11.6619
14980:5 14983:7.07107
14827:8.24621 14843:5.65685
14682:3 14848:3.60555
14802:5 14854:8
14878:4.24264 14977:5
14676:4.24264 14925:4.12311
14864:7.07107 14903:10
14867:3.16228 14893:4.12311
14799:3 14836:6.40312
14962:4.12311 14984:4.24264
14952:6.32456 14984:5.83095
14690:4.24264 14876:6
14704:3.60555 14926:5.09902
14769:2 14954:9
14689:2.23607 14960:7
14968:8.06226 14978:9.43398
14847:7.07107 14927:2.82843
14689:9.05539 14957:7
14754:6.40312 14882:7.07107
14952:4.12311 14984:4.12311
14708:6.08276 14709:4
14717:7.2111 14968:11.0454
14705:4.47214 14737:3.16228
14678:12.3693 14900:13.0384
14715:10.6301 14792:6.40312
14923:4.24264 14958:8.06226
14746:4.12311 14844:7.61577
14779:7.28011 14828:8.06226
14700:3 14755:3.16228
14698:6.40312 14822:5.83095
14751:5.83095 14837:5
14719:3.16228 14887:1.41421
14706:1 14756:5
14925:6.7082 14948:7.07107
14929:3.60555 14947:5
14787:10.0499 14958:9.43398
14783:7 14891:7.07107
14902:7.07107 14943:5
14804:1 14938:5.09902
14701:9.43398 14765:6.7082
14752:4.24264 14866:6.32456
14952:4.24264 14962:4.12311
14696:3.16228 14801:2
14686:5.83095 14912:11.1803
14697:1.41421 14703:5.38516
14863:3 14867:3.60555
14774:8.06226 14941:2.23607
14843:8.94427 14944:8.94427
14734:3.16228 14789:6.08276
14779:4.47214 14828:8.24621
14679:11.4018 14906:8
14763:8 14908:2.23607
14729:5.09902 14749:8.06226
14754:2.23607 14997:1.41421
14754:1 14996:1.41421
14708:4.12311 14872:1
14844:11.4018 14854:9.48683
15085:2 15123:1
15017:1 15035:1.41421
15126:2.23607 15170:2
15011:2.23607 15136:1
15091:2.23607 15102:2
15092:1.41421 15150:3.16228
15156:2.23607 15164:1
15154:1.41421 15167:3.16228
15023:3.16228 15140:3.16228
15026:1.41421 15027:2.23607
15078:1 15111:1
15071:1 15174:1
15049:3.16228 15090:2.23607
15145:1 15172:1
15078:4 15157:2.23607
15050:2 15107:2
15113:2.23607 15160:2.23607
15001:1 15129:1
15102:1 15118:1.41421
15116:1.41421 15129:1
15042:2.23607 15171:3.16228
15118:3.16228 15124:3.60555
15073:4.12311 15132:4
15125:2.23607 15140:2
15038:1 15097:2.23607
15127:2.23607 15167:3.60555
15009:1.41421 15074:2.23607
15009:2.23607 15064:2.23607
15062:2.82843 15133:1
15037:2.82843 15094:2.23607
15084:5.65685 15089:2.82843
15051:3.60555 15149:4.12311
15070:1.41421 15131:1
15083:2 15166:1
15075:4 15121:2.82843
15001:1.41421 15129:2
15052:1 15112:1.41421
15087:2.23607 15170:2.23607
15024:1 15097:3.16228
15118:2.23607 15125:2.82843
15045:6.08276 15058:5.83095
15047:5 15060:5
15131:2.23607 15153:2
15052:2 15162:1.41421
15134:2 15144:1.41421
15055:4 15159:4.24264
15135:2.23607 15173:2.23607
15041:5 15066:2.23607
15103:2.82843 15141:2.23607
15090:1 15129:2
15015:2 15107:2.82843
15031:3.60555 15149:2.82843
15036:1 15112:1
15038:3.60555 15093:1.41421
15156:2 15164:2
15045:4 15058:3.60555
15019:1.41421 15116:2
15061:1.41421 15098:2
15055:3.60555 15073:3.60555
15063:1 15081:1.41421
15088:4 15137:2.23607
15057:1.41421 15108:2.82843
15028:2.82843 15093:3.16228
15059:1 15161:2
15003:3.16228 15027:2.23607
15094:3 15142:2.23607
15047:2.23607 15128:3.16228
15068:4.12311 15135:6.08276
15153:2 15171:3.60555
15032:2 15106:1.41421
15032:1.41421 15131:1
15011:1 15109:1.41421
15094:2.82843 15126:2.23607
15022:4.12311 15058:3.60555
15026:2.23607 15146:1
15034:4 15041:6.32456
15101:3.60555 15104:2.23607
15036:2.23607 15044:2
15010:1 15087:1
15043:2.23607 15162:1
15108:1.41421 15159:1.41421
15059:1.41421 15063:2.23607
15065:3.60555 15163:2
15033:2 15166:2.23607
15072:4.47214 15151:2.23607
15000:2 15123:1
15155:4 15160:3
15010:2 15078:1
15122:1 15137:2.23607
15021:5 15030:2.82843
15049:1 15099:2
15004:2.23607 15162:2.82843
15005:1.41421 15150:2.82843
15053:1.41421 15133:3
15029:2.23607 15142:1.41421
15054:4.12311 15138:3.60555
15064:3.16228 15115:1.41421
15024:2.23607 15038:3.16228
15080:2 15159:1.41421
15090:2 15107:1.41421
15064:3.16228 15109:3.16228
15076:3.60555 15170:3.60555
15004:2 15018:1
15147:1.41421 15169:1
15076:2.23607 15121:3.16228
15110:2.82843 15165:2.23607
15069:1.41421 15114:3
15015:2 15099:1.41421
15061:2.82843 15080:1.41421
15071:1.41421 15139:2
15165:1 15173:1
15010:1 15078:2
15036:1.41421 15052:1
15016:2.23607 15122:3
15020:4 15106:3
15096:1.41421 15133:3.60555
15019:1.41421 15056:2
15121:3.16228 15157:3
15018:1.41421 15039:2.23607
15105:4 15146:3.16228
15036:2.23607 15134:1.41421
15034:2.82843 15104:3.16228
15088:1 15113:3
15000:1 15085:1
15021:3.60555 15023:2.23607
15023:2.23607 15140:1
15002:2.23607 15072:2.23607
15025:2.23607 15063:5.09902
15066:3.16228 15158:1.41421
15017:1 15019:1
15070:2.23607 15161:2
15032:1 15070:1
15008:4.12311 15022:4
15028:1 15093:3
15120:1.41421 15139:1
15110:2.23607 15173:2
15003:1 15011:1.41421
15060:2.23607 15088:2.23607
15052:2.23607 15112:1.41421
15134:1 15144:1
15023:2 15125:1
15048:2.23607 15143:2.23607
15065:2.23607 15094:1.41421
15141:2.23607 15168:1
15134:1.41421 15139:1
15013:1 15172:1.41421
15026:2.82843 15074:1
15103:1.41421 15166:2.23607
15025:5 15122:5
15051:2.82843 15141:3.16228
15092:2.82843 15172:2.82843
15079:4.12311 15084:2.23607
15016:4.12311 15160:3.16228
15042:2 15068:2
15007:1.41421 15167:2
15012:4.24264 15086:4
15054:2 15116:2
15014:2.23607 15117:3
15104:4 15128:1.41421
15080:1.41421 15098:1.41421
15016:2.23607 15086:3
15063:2 15130:2
15043:1.41421 15079:1
15082:2 15142:2.82843
15006:1 15054:2
15110:1 15173:1.41421
15033:1 15083:2.23607
15007:3.16228 15154:2
15143:1 15169:2
15103:1 15168:2
15002:2 15037:2.23607
15020:3.16228 15153:3
15013:1 15145:1.41421
15110:1 15165:1.41421
15011:1 15071:1.41421
15315:3.60555 15368:4.12311
15187:6.08276 15390:5
15193:6.32456 15324:5
15334:2.82843 15362:2.23607
15375:8.06226 15376:2.23607
15227:5.38516 15363:2.82843
15327:8.94427 15382:3
15239:4.12311 15295:5
15208:1.41421 15210:2
15206:10.6301 15238:2
15205:2.23607 15313:3.16228
15241:7.28011 15381:5.09902
15176:6.08276 15239:6.08276
15333:5 15337:4.47214
15210:5.65685 15298:1.41421
15285:5.38516 15342:5.65685
15251:6 15320:8.06226
15223:2.23607 15330:3
15177:6.32456 15226:5.09902
15268:4.47214 15273:3.60555
15247:2.23607 15329:2
15353:5.38516 15375:6.08276
15223:4.47214 15251:4.12311
15185:3.60555 15205:4.47214
15262:1 15323:2
15250:4.12311 15278:4
15343:6.40312 15374:3.60555
15295:4 15358:8.06226
15204:2.82843 15395:2.23607
15203:2.82843 15395:1
15185:2.23607 15313:2.23607
15184:10.6301 15238:12.2066
15252:3.16228 15314:2.82843
15183:1.41421 15210:1.41421
15271:2 15394:1
15183:2 15208:1.41421
15262:5.09902 15323:4.12311
15267:6.7082 15366:6.08276
15272:7.81025 15281:7.07107
15266:3.60555 15330:4
15217:3.60555 15230:4.47214
15207:4.12311 15252:5
15240:2.23607 15398:1.41421
15221:10.7703 15223:11.1803
15197:5 15307:6.40312
15361:4 15377:6.08276
15192:5.83095 15330:5
15258:6.08276 15368:5.65685
15192:2.23607 15197:4.47214
15344:6.7082 15348:2.23607
15293:2.23607 15381:3.60555
15193:5.09902 15318:7.28011
15300:5 15363:5
15349:2 15391:3.60555
15260:5.38516 15304:3.16228
15240:3.16228 15378:1
15282:10 15393:6.7082
15234:5.83095 15378:6
15285:5.83095 15379:3.16228
15232:5.83095 15326:5.83095
15266:7 15277:5.38516
15254:9.48683 15300:7.2111
15291:2.23607 15359:4
15184:2 15312:10.2956
15182:4.12311 15358:3.60555
15217:2.23607 15398:2.23607
15303:1 15381:6.7082
15209:3.16228 15369:2.23607
15271:7.61577 15338:5
15210:10 15231:11.1803
15282:4.12311 15393:5.65685
15367:3 15383:5.83095
15195:2.23607 15329:3.60555
15254:6.40312 15296:5.83095
15297:10.198 15336:9.21954
15278:1 15318:1.41421
15197:4.12311 15320:4.12311
15207:3.16228 15314:3.16228
15385:5.83095 15391:6.7082
15248:6.40312 15289:1
15369:5.09902 15370:3.60555
15221:9.21954 15249:12.6491
15255:6.32456 15369:5.83095
15175:4.47214 15368:3.60555
15341:7.28011 15356:8.06226
15286:2 15304:2.23607
15288:3.60555 15386:3.16228
15199:1 15323:1
15322:8.06226 15364:2.23607
15283:3.60555 15372:8.94427
15339:3 15342:3.60555
15214:3.60555 15277:2.82843
15212:6.7082 15302:6.40312
15273:2.23607 15315:4.24264
15373:5 15397:2.82843
15207:5.83095 15372:2.23607
15209:2 15394:2.23607
15281:4.12311 15393:5
15194:3.60555 15268:2.23607
15264:10.6301 15270:10.198
15290:6.40312 15382:8.06226
15280:2.23607 15352:1.41421
15214:5 15266:2.82843
15250:1 15318:1
15375:9.05539 15380:7.81025
15276:2.23607 15352:2.23607
15272:4.12311 15287:6.7082
15245:4.12311 15393:5
15264:3.60555 15372:5.38516
15273:4.24264 15296:2
15190:5.38516 15233:5.83095
15260:2 15367:3.16228
15281:6.7082 15351:7
15261:3.60555 15386:1
15248:7.2111 15254:1
15306:5.09902 15310:4
15237:2.23607 15333:3.16228
15354:3.60555 15360:4.12311
15225:2.23607 15381:4
15255:5.83095 15370:3
15182:5 15202:4
15273:5.83095 15284:2
15232:8.60233 15336:5
15189:1.41421 15210:7.07107
15199:6.32456 15262:7.28011
15227:5 15363:3.16228
15234:6.08276 15326:4.12311
15267:6.40312 15316:3
15241:1 15381:6.32456
15229:3.16228 15260:2.23607
15319:2.23607 15331:4
15290:5.09902 15310:1.41421
15219:6.40312 15325:6.08276
15310:5 15331:4.12311
15311:7.28011 15391:6.40312
15290:4 15306:1.41421
15349:4.12311 15391:4.24264
15253:7.81025 15309:8.544
15205:2.23607 15377:1.41421
15207:2.82843 15252:3.16228
15175:3.60555 15268:4.24264
15302:3 15361:6.08276
15231:10.198 15392:13.0384
15250:1.41421 15278:1
15305:2.23607 15331:6.08276
15197:5.83095 15251:4.12311
15196:7.28011 15353:4.47214
15263:8.06226 15364:7.61577
15199:2 15262:1
15177:5 15368:2.82843
15307:6.08276 15376:6.40312
15230:3.60555 15378:2.82843
15354:5.09902 15360:8
15220:8.06226 15289:7.61577
15195:2 15247:3.60555
15192:3 15214:4
15305:4 15389:3.16228
15229:10.198 15304:10.2956
15237:5 15291:3.16228
15178:2.82843 15362:1
15240:5.38516 15398:4.24264
15297:5 15335:6.08276
15188:4.47214 15271:7.81025
15265:5 15339:3.16228
15265:3 15342:2
15269:5.09902 15373:4.12311
15356:2 15387:5.83095
15265:3.60555 15339:2
15384:4.12311 15385:5.09902
15348:5.09902 15384:3.16228
15265:5.09902 15350:2.82843
15347:6 15366:3.16228
15346:6 15371:2.23607
15224:2.23607 15344:5.09902
15228:2 15391:2.23607
15265:4.24264 15345:2.82843
15285:6.7082 15355:2.23607
15276:1.41421 15280:2.23607
15196:5.38516 15321:4.47214
15292:3.60555 15360:3.16228
15285:7.07107 15351:2.23607
15341:2 15387:7.07107
15383:2.82843 15396:5.65685
15239:3.60555 15295:5
15204:5 15237:4
15292:4.12311 15354:3.16228
15313:3.60555 15377:2.23607
15178:2.23607 15334:1
15180:2.82843 15300:3.16228
15263:2.23607 15322:7.61577
15217:6.7082 15398:6.40312
15212:6.08276 15346:3.16228
15246:3 15286:3.16228
15258:3.60555 15324:2.82843
15242:2.23607 15255:5.09902
15255:3.60555 15294:3
15346:8.06226 15347:2.23607
15207:5 15270:2.23607
15269:5 15340:4.12311
15201:3.60555 15343:7.07107
15179:8.06226 15196:6.08276
15179:2.23607 15325:6.40312
15205:2.23607 15313:1.41421
15230:1 15326:2.82843
15233:3.16228 15345:7.07107
15279:7.81025 15307:9.84886
15225:3.60555 15293:4
15181:3 15275:8.06226
15246:5.83095 15357:2.82843
15343:4.12311 15344:3.16228
15343:5.09902 15384:5
15261:3.16228 15288:1
15341:5.83095 15396:4.12311
15232:7.07107 15234:8
15305:4.24264 15331:3.16228
15176:5 15362:7.81025
15228:3.60555 15349:2.23607
15183:12.2066 15264:11.6619
15272:5 15282:5
15209:1 15271:2.23607
15203:2.23607 15204:1
15357:5.65685 15387:4.12311
15269:2.82843 15373:6.08276
15217:1.41421 15240:2.23607
15225:5.38516 15293:4
15415:9.84886 15446:2
15431:5.83095 15567:6.08276
15502:7.81025 15643:9.84886
15525:3.60555 15606:8
15407:6.32456 15568:8.06226
15469:7.2111 15673:4.47214
15594:6.08276 15657:5
15404:6.32456 15437:7.07107
15429:10.6301 15457:5.09902
15433:4.47214 15517:5.38516
15409:7.07107 15630:5.65685
15519:3.60555 15547:3.16228
15452:2.23607 15557:5.09902
15479:7.2111 15650:4
15505:1.41421 15575:3
15472:5.38516 15652:1
15615:7.28011 15672:6.08276
15540:5.83095 15595:8.544
15464:5.83095 15614:2.23607
15586:3 15607:4.47214
15554:5.09902 15564:10
15405:8.24621 15673:4
15531:12.083 15598:10
15498:5.09902 15592:6.7082
15500:3.60555 15667:3
15493:3.16228 15515:6.32456
15429:6.08276 15594:4
15455:3.16228 15613:5
15506:10.7703 15536:8.24621
15426:6.08276 15450:6.32456
15449:4 15579:3.60555
15401:5.83095 15660:8.06226
15487:7.61577 15571:8.06226
15409:4.47214 15517:1
15599:3 15646:5.65685
15480:8.06226 15624:12.6491
15495:5.38516 15634:6.32456
15523:2 15568:6.7082
15499:3.60555 15597:6.40312
15416:8.94427 15672:9.21954
15617:4.47214 15651:3.60555
15500:5.65685 15667:4.47214
15572:3.60555 15659:2
15485:1 15585:4
15536:9 15580:10
15600:3.16228 15660:3.60555
15400:2 15540:8.24621
15518:2 15625:5.65685
15540:8.544 15595:5.83095
15430:4 15579:6.7082
15429:6.32456 15658:2.23607
15520:6.08276 15524:6.08276
15412:2.23607 15557:4.12311
15503:3.16228 15646:7.81025
15488:2.23607 15498:7.81025
15427:3.16228 15541:5
15551:5 15639:7.61577
15408:5.09902 15429:7.28011
15591:5.38516 15632:4.24264
15603:6.7082 15638:2.23607
15501:7.07107 15525:12.6491
15576:15 15641:13.9284
15656:3.16228 15662:2
15533:1 15561:1
15418:5.83095 15614:8.06226
15511:5 15581:6.40312
15576:6.08276 15579:5.38516
15636:6.32456 15645:4.47214
15492:4.12311 15648:4.47214
15405:7.2111 15527:7.61577
15627:5 15661:10.2956
15430:5.38516 15579:3.16228
15566:4.12311 15652:4.47214
15490:5.38516 15578:2.82843
15565:6 15588:5.83095
15524:5.83095 15600:4.47214
15505:2.82843 15575:3
15526:7.61577 15559:6.7082
15512:4 15621:4.12311
15509:5 15570:2.23607
15435:8.06226 15624:8.544
15542:2 15546:4.12311
15521:5.38516 15642:3.60555
15629:5.38516 15672:9.48683
15560:7.28011 15670:5.38516
15443:1 15585:3
15645:4.12311 15664:4.24264
15432:7.61577 15571:5
15454:2.23607 15498:7.61577
15563:10.8167 15569:5.83095
15578:3 15637:2.23607
15413:7.61577 15544:1
15468:4.12311 15648:3
15425:3.16228 15570:5
15424:5.09902 15500:5
15526:2 15634:4.12311
15572:6.7082 15618:4.12311
15502:9.21954 15602:7.07107
15423:5.09902 15488:7.61577
15438:3.60555 15647:7.07107
15424:3.60555 15667:2
15460:7.07107 15522:10.2956
15402:7.81025 15635:7.81025
15453:3.16228 15516:8.48528
15642:4.12311 15656:6.40312
15414:1.41421 15575:2.23607
15428:10.7703 15556:9
15547:2.82843 15619:2.23607
15550:3.60555 15633:3.16228
15479:5 15570:4.47214
15546:7.28011 15593:1.41421
15465:5 15581:7.07107
15478:4 15621:8.06226
15529:5.38516 15666:6.40312
15530:3.16228 15546:5.38516
15425:6.32456 15581:1
15503:8.48528 15616:1
15409:5.38516 15433:1
15447:2 15625:4.47214
15411:3.60555 15547:5.38516
15451:6.08276 15524:7.07107
15482:5.38516 15608:7.07107
15665:6 15669:4.47214
15407:7.61577 15437:2
15475:5.83095 15549:5.38516
15403:3.60555 15606:6.7082
15495:2 15634:4.12311
15469:7.61577 15671:7.28011
15459:8.06226 15578:7.2111
15513:5.38516 15612:7.81025
15542:3.16228 15546:2.23607
15422:12.083 15566:10.198
15604:3.16228 15657:8
15463:1 15561:1.41421
15451:9.05539 15626:3.16228
15450:7 15658:6.32456
15428:8.24621 15587:8
15402:9.89949 15590:3.60555
15427:12 15577:2.82843
15549:5 15661:2.23607
15417:5.83095 15595:3
15455:5 15613:7.07107
15481:2 15546:2.23607
15615:5 15629:5.65685
15413:8.544 15491:1
15558:8 15604:9.21954
15530:2.23607 15542:2.23607
15507:2.82843 15619:3
15575:4.24264 15647:4
15539:5 15661:3.16228
15508:3.60555 15633:4.12311
15456:5 15639:4.12311
15419:5.09902 15591:5
15545:9.84886 15558:9.84886
15420:5.09902 15564:7.61577
15599:5.38516 15646:4.47214
15580:6 15587:3
15412:5.09902 15452:4.12311
15545:8 15601:8.24621
15476:13.3417 15477:6.7082
15484:7.28011 15670:4.47214
15463:1 15533:1.41421
15556:8 15587:8.544
15569:5 15666:3.16228
15420:10 15554:7.61577
15621:3.60555 15668:4.24264
15472:4.12311 15652:7.81025
15401:6.08276 15645:7.28011
15404:8.06226 15437:6.7082
15489:5.83095 15563:5
15479:2.23607 15509:4.47214
15432:8.06226 15487:5
15442:3.60555 15659:2.23607
15416:8.24621 15471:6.40312
15424:6.32456 15667:6.08276
15476:3 15505:2.23607
15466:6.08276 15641:5.38516
15427:10.198 15538:2.82843
15473:2.82843 15490:3
15430:3.60555 15471:3.16228
15587:3 15643:3.60555
15465:6.40312 15515:1
15607:7.07107 15610:5.65685
15625:6.7082 15654:2.23607
15544:11.4018 15550:9
15443:4 15485:3
15419:3 15607:2.23607
15556:3 15580:3
15474:5.83095 15640:8.06226
15421:8.94427 15673:8
15502:10.7703 15537:3.60555
15458:5.38516 15552:5
15423:6.7082 15498:11.7047
15510:1.41421 15546:8.06226
15406:6.08276 15426:4
15448:5.83095 15540:3
15605:8.06226 15663:3
15438:6.40312 15647:7.2111
15424:7.2111 15574:8.24621
15434:3 15646:4.12311
15445:3.16228 15475:4.47214
15473:9.05539 15558:8.24621
15497:7.07107 15641:7.28011
15459:6.7082 15638:7.07107
15532:3.16228 15545:9.21954
15486:6.40312 15663:7.07107
15525:6.7082 15669:6.40312
15586:2.23607 15610:4.24264
15504:6.7082 15642:4.47214
15611:7 15665:8.94427
15582:5.65685 15607:4.24264
15548:7.81025 15609:7
15529:7.81025 15603:9.21954
15427:5 15455:5
15418:2.23607 15464:8.06226
15543:5 15672:7.2111
15503:9.21954 15516:1
15440:4.47214 15651:5.38516
15442:4.12311 15496:4.12311
15507:2.23607 15547:3
15454:11.0454 15488:10.0499
15478:4.12311 15565:3.60555
15572:5 15623:6.08276
15496:7 15622:6.08276
15435:12.6491 15480:8.544
15447:5.65685 15518:4.47214
15451:6.32456 15534:3.16228
15470:5 15661:13.4536
15407:8.94427 15563:9.89949
15483:5.38516 15543:5.65685
15410:5.65685 15651:11.1803
15441:13.4164 15448:8.544
15458:4.24264 15591:8.06226
15508:3.16228 15650:3.60555
15495:4.12311 15526:4.12311
15580:6.32456 15643:4.12311
